,gameId,blueWins,wardsPlaced,wardsDestroyed,kills,deaths,assists,eliteMonsters,dragonsTaken,heraldsTaken,towersLost,totalGold,avgLevel,totalExperience,totalMinionsKilled,totalJungleMinionsKilled,goldDiff,experienceDiff,csPerMin,goldPerMin,losingTeamWardsPlaced,losingTeamWardsDestroyed,losingTeamFirstBlood,redKills,redDeaths,losingTeamAssits,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,losingTeamTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,losingTeamGoldPerMin,blueKills,blueDeaths,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redFirstBlood,teamWon
7307,4426118717,0,18,3,3,8,1,0,0,0,0,14319,6.6,16241,208,57,-2841,-1484,20.8,1431.9,18,5,,,,14,,,,,,,,,66,,,,1716.0,8.0,3.0,1.0,1.0,0.0,0.0,17160.0,7.0,17725.0,191.0,2841.0,1484.0,19.1,0.0,red
7308,4468685425,0,15,15,8,3,9,1,1,0,0,17669,7.6,20000,229,60,3253,3049,22.9,1766.9,40,1,,,,3,,,,,,,,,38,,,,1441.6,3.0,8.0,0.0,0.0,0.0,0.0,14416.0,6.8,16951.0,185.0,-3253.0,-3049.0,18.5,1.0,red
7310,4435041315,0,16,6,8,3,6,1,1,0,0,16940,7.0,18918,232,50,2502,1811,23.2,1694.0,53,2,,,,3,,,,,,,,,39,,,,1443.8,3.0,8.0,0.0,0.0,0.0,0.0,14438.0,6.6,17107.0,199.0,-2502.0,-1811.0,19.9,1.0,red
7311,4514563057,0,15,3,9,7,10,0,0,0,0,18054,7.2,18188,210,47,1270,-1023,21.0,1805.4,15,2,,,,6,,,,,,,,,64,,,,1678.4,7.0,9.0,0.0,0.0,0.0,0.0,16784.0,7.4,19211.0,196.0,-1270.0,1023.0,19.6,1.0,red
7312,4503236758,0,18,3,6,6,7,2,1,1,0,16879,6.8,17841,211,73,1495,801,21.1,1687.9,17,3,,,,5,,,,,,,,,44,,,,1538.4,6.0,6.0,0.0,0.0,0.0,0.0,15384.0,6.6,17040.0,189.0,-1495.0,-801.0,18.9,1.0,red
7313,4470756095,0,18,1,9,2,17,1,1,0,0,17412,7.0,18034,219,59,2432,1788,21.9,1741.2,15,1,,,,1,,,,,,,,,51,,,,1498.0,2.0,9.0,0.0,0.0,0.0,0.0,14980.0,6.4,16246.0,232.0,-2432.0,-1788.0,23.2,0.0,red
7315,4519643155,0,16,1,11,7,19,1,1,0,0,18681,7.0,17991,215,63,2133,256,21.5,1868.1,14,1,,,,6,,,,,,,,,51,,,,1654.8,7.0,11.0,0.0,0.0,0.0,0.0,16548.0,6.8,17735.0,224.0,-2133.0,-256.0,22.4,1.0,red
7318,4521713895,0,18,4,9,4,10,1,1,0,0,17998,7.2,19115,227,56,3099,1695,22.7,1799.8,13,1,,,,5,,,,,,,,,32,,,,1489.9,4.0,9.0,0.0,0.0,0.0,0.0,14899.0,6.8,17420.0,232.0,-3099.0,-1695.0,23.2,1.0,red
7319,4527179448,0,15,3,5,3,6,0,0,0,0,17285,7.0,18907,257,56,1655,881,25.7,1728.5,54,4,,,,2,,,,,,,,,57,,,,1563.0,3.0,5.0,1.0,1.0,0.0,0.0,15630.0,7.2,18026.0,236.0,-1655.0,-881.0,23.6,1.0,red
7322,4507561885,0,59,2,5,1,4,1,1,0,0,17252,7.2,19775,257,68,2955,3054,25.7,1725.2,17,5,,,,2,,,,,,,,,54,,,,1429.7,1.0,5.0,0.0,0.0,0.0,0.0,14297.0,6.6,16721.0,235.0,-2955.0,-3054.0,23.5,1.0,red
7324,4407710029,0,13,0,4,8,1,1,1,0,0,14821,6.8,17046,196,44,-3117,-1580,19.6,1482.1,13,0,,,,10,,,,,,,,,51,,,,1793.8,8.0,4.0,1.0,0.0,1.0,0.0,17938.0,7.0,18626.0,239.0,3117.0,1580.0,23.9,0.0,red
7327,4492780458,0,14,4,8,4,7,0,0,0,0,17425,7.0,18728,253,44,1657,1200,25.3,1742.5,16,6,,,,5,,,,,,,,,48,,,,1576.8,4.0,8.0,1.0,0.0,1.0,0.0,15768.0,6.8,17528.0,233.0,-1657.0,-1200.0,23.3,1.0,red
7328,4503163360,0,17,3,4,3,4,0,0,0,0,15556,6.8,16756,212,56,893,670,21.2,1555.6,16,0,,,,6,,,,,,,,,38,,,,1466.3,3.0,4.0,0.0,0.0,0.0,0.0,14663.0,6.4,16086.0,206.0,-893.0,-670.0,20.6,1.0,red
7331,4500655120,0,61,6,6,2,10,0,0,0,0,17014,7.2,18832,243,60,2459,2110,24.3,1701.4,18,0,,,,1,,,,,,,,,44,,,,1455.5,2.0,6.0,1.0,1.0,0.0,0.0,14555.0,6.6,16722.0,232.0,-2459.0,-2110.0,23.2,1.0,red
7332,4478851692,0,32,3,7,4,9,1,1,0,0,16430,6.8,17406,234,38,816,-172,23.4,1643.0,13,3,,,,5,,,,,,,,,53,,,,1561.4,4.0,7.0,0.0,0.0,0.0,0.0,15614.0,7.0,17578.0,241.0,-816.0,172.0,24.1,1.0,red
7335,4498506216,0,18,2,10,4,14,2,1,1,0,19528,7.4,20331,255,64,4659,3884,25.5,1952.8,14,2,,,,4,,,,,,,,,52,,,,1486.9,4.0,10.0,0.0,0.0,0.0,0.0,14869.0,6.6,16447.0,188.0,-4659.0,-3884.0,18.8,0.0,red
7343,4525559533,0,16,2,4,7,4,1,1,0,0,15844,6.8,18059,235,54,-715,-545,23.5,1584.4,30,4,,,,7,,,,,,,,,45,,,,1655.9,7.0,4.0,0.0,0.0,0.0,0.0,16559.0,7.0,18604.0,205.0,715.0,545.0,20.5,1.0,red
7345,4460913296,0,15,3,8,5,8,0,0,0,0,17775,7.4,19562,213,59,3133,3803,21.3,1777.5,17,1,,,,8,,,,,,,,,35,,,,1464.2,5.0,8.0,0.0,0.0,0.0,0.0,14642.0,6.4,15759.0,189.0,-3133.0,-3803.0,18.9,1.0,red
7346,4526672320,0,12,2,4,2,5,1,0,1,0,15563,6.8,16979,214,51,1443,36,21.4,1556.3,12,2,,,,3,,,,,,,,,51,,,,1412.0,2.0,4.0,1.0,1.0,0.0,0.0,14120.0,6.4,16943.0,217.0,-1443.0,-36.0,21.7,1.0,red
7347,4492655929,0,15,5,14,6,9,1,1,0,0,21118,7.8,21315,243,52,5634,3787,24.3,2111.8,13,2,,,,4,,,,,,,,,46,,,,1548.4,6.0,14.0,0.0,0.0,0.0,0.0,15484.0,7.0,17528.0,188.0,-5634.0,-3787.0,18.8,1.0,red
7348,4526528415,0,23,3,1,3,2,1,1,0,0,14160,6.8,17777,223,52,-1232,-114,22.3,1416.0,15,6,,,,3,,,,,,,,,51,,,,1539.2,3.0,1.0,0.0,0.0,0.0,0.0,15392.0,7.0,17891.0,232.0,1232.0,114.0,23.2,0.0,red
7349,4524012656,0,30,5,8,5,11,1,1,0,0,17731,7.4,19634,223,72,1163,1130,22.3,1773.1,17,2,,,,4,,,,,,,,,51,,,,1656.8,5.0,8.0,0.0,0.0,0.0,0.0,16568.0,7.0,18504.0,239.0,-1163.0,-1130.0,23.9,0.0,red
7351,4525815564,0,17,2,9,7,6,0,0,0,0,17466,7.0,18574,244,40,771,-483,24.4,1746.6,12,5,,,,8,,,,,,,,,66,,,,1669.5,7.0,9.0,1.0,1.0,0.0,0.0,16695.0,7.2,19057.0,189.0,-771.0,483.0,18.9,1.0,red
7352,4525793792,0,15,4,10,12,11,1,1,0,0,18286,6.8,18220,208,54,773,734,20.8,1828.6,26,0,,,,13,,,,,,,,,48,,,,1751.3,12.0,10.0,0.0,0.0,0.0,0.0,17513.0,6.8,17486.0,193.0,-773.0,-734.0,19.3,1.0,red
7353,4471530570,0,16,7,9,8,6,0,0,0,0,18442,7.2,19778,233,60,1143,1447,23.3,1844.2,20,3,,,,7,,,,,,,,,48,,,,1729.9,8.0,9.0,2.0,1.0,1.0,0.0,17299.0,7.0,18331.0,218.0,-1143.0,-1447.0,21.8,1.0,red
7356,4489431595,0,16,3,5,6,5,1,1,0,0,15671,7.0,18004,217,55,-591,-192,21.7,1567.1,16,2,,,,6,,,,,,,,,68,,,,1626.2,6.0,5.0,0.0,0.0,0.0,0.0,16262.0,7.2,18196.0,207.0,591.0,192.0,20.7,1.0,red
7357,4519917547,0,12,0,14,4,9,2,1,1,0,19277,7.4,20024,212,60,3558,2346,21.2,1927.7,36,2,,,,2,,,,,,,,,62,,,,1571.9,4.0,14.0,0.0,0.0,0.0,0.0,15719.0,6.8,17678.0,211.0,-3558.0,-2346.0,21.1,1.0,red
7358,4525569864,0,128,3,3,5,6,1,1,0,0,15599,6.8,17737,248,60,-225,-1404,24.8,1559.9,39,3,,,,5,,,,,,,,,52,,,,1582.4,5.0,3.0,1.0,0.0,1.0,0.0,15824.0,7.2,19141.0,221.0,225.0,1404.0,22.1,1.0,red
7360,4526866944,0,16,2,4,7,5,0,0,0,0,15654,7.2,17882,226,53,-1545,-1417,22.6,1565.4,17,3,,,,12,,,,,,,,,59,,,,1719.9,7.0,4.0,1.0,1.0,0.0,0.0,17199.0,7.0,19299.0,229.0,1545.0,1417.0,22.9,0.0,red
7361,4474919614,0,14,3,3,3,1,1,1,0,0,16127,7.2,19618,246,72,411,2213,24.6,1612.7,13,1,,,,4,,,,,,,,,56,,,,1571.6,3.0,3.0,0.0,0.0,0.0,0.0,15716.0,7.0,17405.0,241.0,-411.0,-2213.0,24.1,0.0,red
7363,4465308301,0,18,7,12,1,14,0,0,0,2,21560,7.4,20159,241,72,10830,9333,24.1,2156.0,14,0,,,,0,,,,,,,,,0,,,,1073.0,1.0,12.0,0.0,0.0,0.0,0.0,10730.0,4.8,10826.0,140.0,-10830.0,-9333.0,14.0,1.0,red
7365,4511547876,0,35,1,4,3,5,0,0,0,0,16326,7.2,18008,214,63,2309,2673,21.4,1632.6,13,9,,,,4,,,,,,,,,48,,,,1401.7,3.0,4.0,1.0,1.0,0.0,0.0,14017.0,6.2,15335.0,185.0,-2309.0,-2673.0,18.5,1.0,red
7366,4492897739,0,11,3,9,7,7,0,0,0,0,17584,7.2,18479,186,52,1696,2535,18.6,1758.4,14,1,,,,9,,,,,,,,,36,,,,1588.8,7.0,9.0,0.0,0.0,0.0,0.0,15888.0,6.6,15944.0,195.0,-1696.0,-2535.0,19.5,0.0,red
7368,4525542584,0,11,2,3,5,3,1,1,0,0,14815,7.0,17844,199,67,-543,624,19.9,1481.5,14,1,,,,2,,,,,,,,,40,,,,1535.8,5.0,3.0,1.0,0.0,1.0,0.0,15358.0,6.6,17220.0,223.0,543.0,-624.0,22.3,0.0,red
7372,4523437781,0,39,4,10,3,11,0,0,0,1,19535,7.6,20786,244,56,4657,4000,24.4,1953.5,18,2,,,,4,,,,,,,,,47,,,,1487.8,3.0,10.0,1.0,1.0,0.0,0.0,14878.0,6.4,16786.0,213.0,-4657.0,-4000.0,21.3,1.0,red
7373,4470469734,0,17,5,3,3,0,1,1,0,0,14718,7.0,18555,209,74,-511,29,20.9,1471.8,19,3,,,,1,,,,,,,,,44,,,,1522.9,3.0,3.0,1.0,0.0,1.0,0.0,15229.0,7.0,18526.0,242.0,511.0,-29.0,24.2,1.0,red
7375,4514470040,0,36,1,10,3,10,1,1,0,0,18005,7.4,19646,236,41,3368,2587,23.6,1800.5,11,1,,,,1,,,,,,,,,55,,,,1463.7,3.0,10.0,0.0,0.0,0.0,0.0,14637.0,6.6,17059.0,210.0,-3368.0,-2587.0,21.0,1.0,red
7378,4447281221,0,18,2,6,4,5,0,0,0,0,16486,7.0,17842,227,50,2128,-264,22.7,1648.6,27,1,,,,1,,,,,,,,,70,,,,1435.8,4.0,6.0,1.0,1.0,0.0,0.0,14358.0,6.8,18106.0,190.0,-2128.0,264.0,19.0,1.0,red
7379,4477182015,0,40,3,10,4,15,1,0,1,0,18016,7.0,19366,230,48,2613,1974,23.0,1801.6,15,3,,,,5,,,,,,,,,48,,,,1540.3,4.0,10.0,1.0,1.0,0.0,0.0,15403.0,6.6,17392.0,242.0,-2613.0,-1974.0,24.2,0.0,red
7380,4518248873,0,14,1,9,6,8,1,1,0,0,17653,7.2,18418,234,60,1325,959,23.4,1765.3,11,2,,,,8,,,,,,,,,40,,,,1632.8,6.0,9.0,0.0,0.0,0.0,0.0,16328.0,6.8,17459.0,221.0,-1325.0,-959.0,22.1,1.0,red
7382,4505359839,0,26,1,9,1,8,0,0,0,0,17690,7.2,18651,225,35,4232,2456,22.5,1769.0,17,3,,,,0,,,,,,,,,36,,,,1345.8,1.0,9.0,0.0,0.0,0.0,0.0,13458.0,6.6,16195.0,221.0,-4232.0,-2456.0,22.1,1.0,red
7384,4526586173,0,18,2,4,6,2,1,1,0,0,15198,6.8,17911,219,55,-1621,-128,21.9,1519.8,17,1,,,,5,,,,,,,,,54,,,,1681.9,6.0,4.0,0.0,0.0,0.0,0.0,16819.0,7.0,18039.0,244.0,1621.0,128.0,24.4,1.0,red
7385,4508656599,0,8,2,5,3,3,2,1,1,1,17356,7.0,18890,237,61,2541,1921,23.7,1735.6,13,1,,,,4,,,,,,,,,42,,,,1481.5,3.0,5.0,0.0,0.0,0.0,0.0,14815.0,6.4,16969.0,221.0,-2541.0,-1921.0,22.1,1.0,red
7386,4492694457,0,15,1,10,6,10,2,1,1,0,18258,7.0,18458,211,51,2072,1355,21.1,1825.8,12,1,,,,7,,,,,,,,,35,,,,1618.6,6.0,10.0,0.0,0.0,0.0,0.0,16186.0,6.6,17103.0,207.0,-2072.0,-1355.0,20.7,1.0,red
7387,4510961298,0,51,2,4,4,6,2,1,1,0,16299,7.2,18590,243,59,-239,305,24.3,1629.9,12,5,,,,7,,,,,,,,,64,,,,1653.8,4.0,4.0,0.0,0.0,0.0,0.0,16538.0,6.8,18285.0,253.0,239.0,-305.0,25.3,1.0,red
7388,4516489308,0,14,1,8,4,10,1,1,0,0,17669,7.2,18788,233,45,3378,2082,23.3,1766.9,14,2,,,,6,,,,,,,,,44,,,,1429.1,4.0,8.0,0.0,0.0,0.0,0.0,14291.0,6.8,16706.0,178.0,-3378.0,-2082.0,17.8,1.0,red
7389,4518248972,0,18,3,6,4,11,1,1,0,0,16988,7.0,17784,210,48,1589,575,21.0,1698.8,15,4,,,,7,,,,,,,,,47,,,,1539.9,4.0,6.0,0.0,0.0,0.0,0.0,15399.0,7.0,17209.0,217.0,-1589.0,-575.0,21.7,0.0,red
7390,4451628627,0,16,3,10,2,8,1,1,0,0,18200,7.6,21314,236,68,4474,5216,23.6,1820.0,15,1,,,,1,,,,,,,,,52,,,,1372.6,2.0,10.0,1.0,0.0,1.0,0.0,13726.0,6.2,16098.0,184.0,-4474.0,-5216.0,18.4,1.0,red
7394,4513917134,0,15,3,6,8,8,0,0,0,0,15531,6.4,16268,189,44,-2278,-2211,18.9,1553.1,79,4,,,,7,,,,,,,,,48,,,,1780.9,8.0,6.0,0.0,0.0,0.0,0.0,17809.0,7.0,18479.0,238.0,2278.0,2211.0,23.8,0.0,red
7397,4526496557,0,48,3,3,3,1,0,0,0,0,15937,7.2,19660,251,76,973,1732,25.1,1593.7,15,19,,,,2,,,,,,,,,52,,,,1496.4,3.0,3.0,1.0,1.0,0.0,0.0,14964.0,7.0,17928.0,235.0,-973.0,-1732.0,23.5,1.0,red
7399,4477556217,0,14,2,9,2,7,2,1,1,1,19062,7.2,19880,244,60,4265,3190,24.4,1906.2,18,0,,,,3,,,,,,,,,52,,,,1479.7,2.0,9.0,0.0,0.0,0.0,0.0,14797.0,6.8,16690.0,213.0,-4265.0,-3190.0,21.3,1.0,red
7401,4523806896,0,91,2,8,3,7,1,1,0,0,16709,6.8,17756,213,64,2247,1501,21.3,1670.9,19,0,,,,4,,,,,,,,,43,,,,1446.2,3.0,8.0,0.0,0.0,0.0,0.0,14462.0,6.4,16255.0,210.0,-2247.0,-1501.0,21.0,1.0,red
7403,4522629457,0,12,1,9,3,9,0,0,0,0,18109,7.2,19618,220,52,3960,2533,22.0,1810.9,35,1,,,,0,,,,,,,,,49,,,,1414.9,3.0,9.0,0.0,0.0,0.0,0.0,14149.0,6.6,17085.0,189.0,-3960.0,-2533.0,18.9,1.0,red
7406,4449138530,0,18,3,4,1,7,1,1,0,0,15421,6.6,17066,205,53,1309,-351,20.5,1542.1,14,4,,,,0,,,,,,,,,52,,,,1411.2,1.0,4.0,1.0,0.0,1.0,0.0,14112.0,6.8,17417.0,202.0,-1309.0,351.0,20.2,1.0,red
7407,4525551314,0,12,1,4,10,2,0,0,0,0,16096,6.6,17260,204,48,-2999,-2184,20.4,1609.6,11,2,,,,10,,,,,,,,,44,,,,1909.5,10.0,4.0,0.0,0.0,0.0,1.0,19095.0,7.2,19444.0,219.0,2999.0,2184.0,21.9,0.0,red
7409,4465444294,0,16,2,7,8,7,1,1,0,0,17009,7.0,18100,216,42,-421,755,21.6,1700.9,41,0,,,,9,,,,,,,,,33,,,,1743.0,8.0,7.0,0.0,0.0,0.0,0.0,17430.0,6.8,17345.0,210.0,421.0,-755.0,21.0,1.0,red
7410,4438257769,0,19,1,6,5,3,0,0,0,0,16082,6.6,17151,226,44,1071,1810,22.6,1608.2,12,2,,,,9,,,,,,,,,50,,,,1501.1,5.0,6.0,1.0,1.0,0.0,0.0,15011.0,6.4,15341.0,173.0,-1071.0,-1810.0,17.3,1.0,red
7411,4491793322,0,16,6,11,0,16,1,1,0,0,19315,7.0,18098,262,49,5840,2412,26.2,1931.5,14,2,,,,0,,,,,,,,,71,,,,1347.5,0.0,11.0,1.0,0.0,1.0,0.0,13475.0,6.2,15686.0,206.0,-5840.0,-2412.0,20.6,1.0,red
7412,4462552916,0,25,4,3,2,5,1,1,0,0,15466,7.2,18053,246,54,1885,366,24.6,1546.6,16,2,,,,1,,,,,,,,,46,,,,1358.1,2.0,3.0,0.0,0.0,0.0,0.0,13581.0,7.0,17687.0,201.0,-1885.0,-366.0,20.1,1.0,red
7415,4467978443,0,19,2,6,7,7,0,0,0,0,16309,6.8,17156,196,44,361,1022,19.6,1630.9,18,3,,,,10,,,,,,,,,39,,,,1594.8,7.0,6.0,1.0,0.0,1.0,0.0,15948.0,6.6,16134.0,185.0,-361.0,-1022.0,18.5,1.0,red
7420,4449195620,0,13,1,8,4,14,0,0,0,0,16026,7.0,17684,179,32,322,716,17.9,1602.6,15,1,,,,0,,,,,,,,,52,,,,1570.4,4.0,8.0,0.0,0.0,0.0,0.0,15704.0,6.6,16968.0,210.0,-322.0,-716.0,21.0,0.0,red
7422,4437082520,0,16,2,6,10,6,0,0,0,0,17504,7.2,18966,225,68,-34,-145,22.5,1750.4,16,4,,,,11,,,,,,,,,48,,,,1753.8,10.0,6.0,1.0,1.0,0.0,0.0,17538.0,7.0,19111.0,219.0,34.0,145.0,21.9,0.0,red
7424,4473484316,0,16,2,10,6,8,0,0,0,0,18888,7.2,19723,233,48,3209,2726,23.3,1888.8,15,1,,,,4,,,,,,,,,53,,,,1567.9,6.0,10.0,0.0,0.0,0.0,0.0,15679.0,6.4,16997.0,188.0,-3209.0,-2726.0,18.8,1.0,red
7427,4477594109,0,48,3,4,1,5,2,1,1,0,16847,7.4,19975,248,68,2798,3625,24.8,1684.7,17,3,,,,1,,,,,,,,,47,,,,1404.9,1.0,4.0,0.0,0.0,0.0,0.0,14049.0,6.6,16350.0,194.0,-2798.0,-3625.0,19.4,1.0,red
7430,4477418951,0,20,5,10,7,8,0,0,0,0,17666,7.2,17829,208,54,967,263,20.8,1766.6,20,3,,,,11,,,,,,,,,51,,,,1669.9,7.0,10.0,0.0,0.0,0.0,0.0,16699.0,7.0,17566.0,195.0,-967.0,-263.0,19.5,1.0,red
7431,4514011142,0,12,2,10,7,12,1,1,0,1,19275,7.4,19425,221,39,2416,2252,22.1,1927.5,8,0,,,,7,,,,,,,,,47,,,,1685.9,7.0,10.0,1.0,0.0,1.0,1.0,16859.0,7.0,17173.0,198.0,-2416.0,-2252.0,19.8,0.0,red
7432,4517831692,0,17,2,6,4,9,1,1,0,0,16608,7.2,18449,231,60,1808,259,23.1,1660.8,35,0,,,,7,,,,,,,,,52,,,,1480.0,4.0,6.0,0.0,0.0,0.0,0.0,14800.0,7.0,18190.0,207.0,-1808.0,-259.0,20.7,1.0,red
7434,4526158709,0,13,1,3,7,4,0,0,0,0,15360,6.8,17376,236,47,-1621,-1793,23.6,1536.0,16,1,,,,6,,,,,,,,,50,,,,1698.1,7.0,3.0,1.0,1.0,0.0,0.0,16981.0,7.2,19169.0,232.0,1621.0,1793.0,23.2,1.0,red
7437,4525811703,0,16,3,5,9,4,1,1,0,0,14968,6.4,15736,193,44,-1547,-1218,19.3,1496.8,17,3,,,,10,,,,,,,,,42,,,,1651.5,9.0,5.0,0.0,0.0,0.0,0.0,16515.0,6.6,16954.0,198.0,1547.0,1218.0,19.8,0.0,red
7438,4505405578,0,37,2,11,5,13,1,1,0,0,18276,7.2,19501,193,68,2001,2536,19.3,1827.6,22,1,,,,4,,,,,,,,,40,,,,1627.5,5.0,11.0,0.0,0.0,0.0,0.0,16275.0,6.8,16965.0,221.0,-2001.0,-2536.0,22.1,0.0,red
7441,4508822340,0,16,1,7,3,13,1,1,0,0,16783,7.2,18128,194,53,1160,592,19.4,1678.3,78,2,,,,3,,,,,,,,,44,,,,1562.3,3.0,7.0,0.0,0.0,0.0,0.0,15623.0,7.0,17536.0,224.0,-1160.0,-592.0,22.4,1.0,red
7449,4517823981,0,13,4,7,4,5,1,1,0,0,17068,7.2,19166,235,64,2405,2654,23.5,1706.8,14,2,,,,4,,,,,,,,,16,,,,1466.3,4.0,7.0,0.0,0.0,0.0,0.0,14663.0,6.6,16512.0,242.0,-2405.0,-2654.0,24.2,0.0,red
7451,4519798886,0,37,4,9,9,10,1,0,1,0,19537,7.6,20459,221,74,1501,3119,22.1,1953.7,21,17,,,,11,,,,,,,,,34,,,,1803.6,9.0,9.0,1.0,1.0,0.0,0.0,18036.0,6.8,17340.0,213.0,-1501.0,-3119.0,21.3,0.0,red
7452,4527216897,0,21,1,8,8,8,0,0,0,0,16891,7.0,17523,227,27,-984,-1142,22.7,1689.1,22,7,,,,10,,,,,,,,,53,,,,1787.5,8.0,8.0,2.0,1.0,1.0,0.0,17875.0,7.2,18665.0,205.0,984.0,1142.0,20.5,0.0,red
7453,4455245413,0,13,3,10,5,11,1,1,0,0,16959,7.2,19554,188,37,974,1978,18.8,1695.9,14,1,,,,4,,,,,,,,,47,,,,1598.5,5.0,10.0,0.0,0.0,0.0,0.0,15985.0,6.8,17576.0,223.0,-974.0,-1978.0,22.3,0.0,red
7454,4419877547,0,191,4,7,6,6,1,0,1,0,15650,6.6,17206,179,59,-1385,827,17.9,1565.0,49,4,,,,10,,,,,,,,,40,,,,1703.5,6.0,7.0,1.0,1.0,0.0,1.0,17035.0,6.6,16379.0,187.0,1385.0,-827.0,18.7,0.0,red
7456,4522569909,0,14,2,8,5,9,1,1,0,0,16562,6.6,17019,200,36,583,-360,20.0,1656.2,18,2,,,,10,,,,,,,,,52,,,,1597.9,5.0,8.0,0.0,0.0,0.0,0.0,15979.0,6.8,17379.0,195.0,-583.0,360.0,19.5,1.0,red
7457,4524369918,0,16,3,5,9,6,0,0,0,0,15442,6.6,16371,233,26,-2845,-2164,23.3,1544.2,41,5,,,,9,,,,,,,,,52,,,,1828.7,9.0,5.0,0.0,0.0,0.0,0.0,18287.0,7.2,18535.0,242.0,2845.0,2164.0,24.2,0.0,red
7458,4480327869,0,20,3,12,5,10,1,1,0,0,19898,7.6,19722,218,56,5010,4509,21.8,1989.8,16,0,,,,8,,,,,,,,,48,,,,1488.8,5.0,12.0,0.0,0.0,0.0,0.0,14888.0,6.4,15213.0,153.0,-5010.0,-4509.0,15.3,1.0,red
7461,4462392955,0,42,0,6,7,5,1,1,0,0,16448,7.0,18682,206,64,-278,343,20.6,1644.8,15,1,,,,7,,,,,,,,,44,,,,1672.6,7.0,6.0,0.0,0.0,0.0,0.0,16726.0,7.0,18339.0,217.0,278.0,-343.0,21.7,1.0,red
7464,4522166127,0,16,1,6,10,6,0,0,0,0,16971,7.0,17807,218,48,-364,-1705,21.8,1697.1,34,1,,,,8,,,,,,,,,56,,,,1733.5,10.0,6.0,0.0,0.0,0.0,0.0,17335.0,7.4,19512.0,208.0,364.0,1705.0,20.8,1.0,red
7465,4489951140,0,14,1,8,7,6,0,0,0,0,16732,7.0,18317,215,43,-206,460,21.5,1673.2,16,0,,,,7,,,,,,,,,49,,,,1693.8,7.0,8.0,1.0,1.0,0.0,0.0,16938.0,7.0,17857.0,222.0,206.0,-460.0,22.2,0.0,red
7466,4526486328,0,13,4,10,3,12,1,1,0,0,18876,7.6,19612,239,60,5221,4220,23.9,1887.6,17,2,,,,2,,,,,,,,,36,,,,1365.5,3.0,10.0,0.0,0.0,0.0,0.0,13655.0,6.4,15392.0,179.0,-5221.0,-4220.0,17.9,0.0,red
7469,4525772082,0,21,4,8,2,14,0,0,0,0,17336,6.8,18149,226,34,2366,340,22.6,1733.6,19,6,,,,2,,,,,,,,,59,,,,1497.0,2.0,8.0,1.0,0.0,1.0,0.0,14970.0,6.8,17809.0,235.0,-2366.0,-340.0,23.5,1.0,red
7470,4450648028,0,18,2,6,6,8,0,0,0,0,16787,7.2,18989,202,55,-386,200,20.2,1678.7,11,2,,,,10,,,,,,,,,54,,,,1717.3,6.0,6.0,1.0,1.0,0.0,0.0,17173.0,7.2,18789.0,232.0,386.0,-200.0,23.2,1.0,red
7471,4526272276,0,12,1,6,1,4,2,1,1,0,16968,7.0,18921,236,69,3559,3320,23.6,1696.8,15,2,,,,1,,,,,,,,,45,,,,1340.9,1.0,6.0,0.0,0.0,0.0,0.0,13409.0,6.6,15601.0,203.0,-3559.0,-3320.0,20.3,1.0,red
7473,4502224154,0,11,0,3,4,5,1,1,0,0,15198,6.8,17689,210,60,-606,-820,21.0,1519.8,16,1,,,,5,,,,,,,,,68,,,,1580.4,4.0,3.0,1.0,0.0,1.0,0.0,15804.0,7.2,18509.0,228.0,606.0,820.0,22.8,1.0,red
7474,4508492240,0,15,3,3,8,3,0,0,0,0,14134,6.6,15995,197,44,-2939,-993,19.7,1413.4,18,5,,,,9,,,,,,,,,60,,,,1707.3,8.0,3.0,1.0,1.0,0.0,0.0,17073.0,6.8,16988.0,195.0,2939.0,993.0,19.5,0.0,red
7476,4486816853,0,16,4,3,9,5,0,0,0,0,15191,7.0,17304,222,49,-2488,-2453,22.2,1519.1,16,5,,,,10,,,,,,,,,54,,,,1767.9,9.0,3.0,1.0,1.0,0.0,0.0,17679.0,7.4,19757.0,237.0,2488.0,2453.0,23.7,0.0,red
7477,4513065219,0,14,3,13,4,14,0,0,0,0,20266,7.2,19477,247,45,6259,5376,24.7,2026.6,17,0,,,,7,,,,,,,,,27,,,,1400.7,4.0,13.0,1.0,1.0,0.0,0.0,14007.0,6.2,14101.0,197.0,-6259.0,-5376.0,19.7,1.0,red
7478,4508590240,0,43,3,9,2,10,0,0,0,0,17232,7.0,18104,209,52,3246,1980,20.9,1723.2,15,2,,,,3,,,,,,,,,44,,,,1398.6,2.0,9.0,1.0,1.0,0.0,0.0,13986.0,6.4,16124.0,189.0,-3246.0,-1980.0,18.9,1.0,red
7479,4527591942,0,18,2,5,7,7,1,1,0,0,15909,7.0,18369,224,48,-572,233,22.4,1590.9,39,3,,,,8,,,,,,,,,46,,,,1648.1,7.0,5.0,0.0,0.0,0.0,0.0,16481.0,7.0,18136.0,190.0,572.0,-233.0,19.0,0.0,red
